County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update,STATEFP,COUNTYFP
Metcalfe,Kentucky,1,0.0,0,0,0.0%,0,0,36.990518647000044,-85.62915693199994,2020-05-06 22:20 EDT,21,169
Sussex,Delaware,2764,267.0,75,3,2.7%,0,0,38.66201719,-75.39879573,2020-05-06 22:20 EDT,10,005
New Castle,Delaware,2087,153.0,85,2,4.1%,0,0,39.65977,-75.56394,2020-05-06 22:20 EDT,10,003
Kent,Delaware,891,58.0,33,1,3.7%,0,0,39.08881449,-75.56713028,2020-05-06 22:20 EDT,10,001
Clark,Nevada,4473,62.0,238,12,5.3%,3659,603,36.21709974,-115.0246913,2020-05-06 22:20 EDT,32,003
Washoe,Nevada,1022,34.0,37,1,3.6%,415,0,40.68696023,-119.66599099999999,2020-05-06 22:20 EDT,32,031
Humboldt,Nevada,58,8.0,3,0,5.2%,11,0,41.406845995,-118.111930489,2020-05-06 22:20 EDT,32,013
Carson City,Nevada,51,3.0,1,0,2.0%,30,1,39.16506,-119.76697,2020-05-06 22:20 EDT,32,510
Nye,Nevada,39,0.0,0,0,0.0%,18,0,38.04248986,-116.47191640000001,2020-05-06 22:20 EDT,32,023
Lyon,Nevada,36,1.0,0,0,0.0%,16,1,39.0204082320001,-119.18918144700001,2020-05-06 22:20 EDT,32,019
Douglas,Nevada,22,1.0,0,0,0.0%,19,0,38.9074167,-119.60363500000001,2020-05-06 22:20 EDT,32,005
Elko,Nevada,15,0.0,1,0,6.7%,10,0,41.145808665000104,-115.357715232,2020-05-06 22:20 EDT,32,007
Lander,Nevada,14,1.0,0,0,0.0%,0,0,39.93370300400005,-117.03784048699998,2020-05-06 22:20 EDT,32,015
Mineral,Nevada,4,0.0,0,0,0.0%,4,0,38.53664713000006,-118.43158418599995,2020-05-06 22:20 EDT,32,021
White Pine,Nevada,3,0.0,0,0,0.0%,3,0,39.442160839,-114.901645976,2020-05-06 22:20 EDT,32,033
Churchill,Nevada,3,0.0,0,0,0.0%,0,0,39.58084830300004,-118.33582623099994,2020-05-06 22:20 EDT,32,001
Lincoln,Nevada,1,1.0,0,0,0.0%,14,0,37.643257451000096,-114.877395527,2020-05-06 22:20 EDT,32,017
Storey,Nevada,0,0.0,0,0,nan%,0,0,39.446400724000064,-119.529370219,2020-05-06 22:20 EDT,32,029
Eureka,Nevada,0,0.0,0,0,nan%,0,0,39.984072969000074,-116.26853537399995,2020-05-06 22:20 EDT,32,011
Pershing,Nevada,0,0.0,0,0,nan%,0,0,40.44033215400003,-118.40430858799999,2020-05-06 22:20 EDT,32,027
Salt Lake,Utah,2912,143.0,37,2,1.3%,0,0,40.76031,-111.88821999999999,2020-05-06 22:20 EDT,49,035
Utah,Utah,1210,88.0,10,0,0.8%,0,0,40.11356385,-111.6594534,2020-05-06 22:20 EDT,49,049
Summit,Utah,382,5.0,0,0,0.0%,0,0,40.86809857,-110.95584640000001,2020-05-06 22:20 EDT,49,043
Davis,Utah,308,9.0,2,0,0.6%,0,0,40.99973617,-111.9800051,2020-05-06 22:20 EDT,49,011
Wasatch,Utah,170,5.0,1,0,0.6%,0,0,40.3304771,-111.1683986,2020-05-06 22:20 EDT,49,051
San Juan,Utah,126,10.0,2,0,1.6%,0,0,37.628440389,-109.795661934,2020-05-06 22:20 EDT,49,037
Tooele,Utah,70,-1.0,0,0,0.0%,0,0,40.534079999999996,-112.29848999999999,2020-05-06 22:20 EDT,49,045
McKinley,New Mexico,1337,104.0,29,4,2.2%,0,0,35.58049693,-108.26144340000002,2020-05-06 22:20 EDT,35,031
Bernalillo,New Mexico,981,37.0,44,2,4.5%,0,0,35.05128463,-106.6703125,2020-05-06 22:20 EDT,35,001
San Juan,New Mexico,844,63.0,62,0,7.3%,0,0,32.76325,-107.90733999999999,2020-05-06 22:20 EDT,35,045
Sandoval,New Mexico,432,11.0,20,0,4.6%,0,0,35.68878872,-106.8666133,2020-05-06 22:20 EDT,35,043
Santa Fe,New Mexico,110,2.0,1,1,0.9%,0,0,35.69168,-105.93796,2020-05-06 22:20 EDT,35,049
Cibola,New Mexico,82,13.0,3,0,3.7%,0,0,34.91236636,-108.0000561,2020-05-06 22:20 EDT,35,006
Valencia,New Mexico,55,5.0,1,0,1.8%,0,0,34.7153779760001,-106.80925774399999,2020-05-06 22:20 EDT,35,061
Socorro,New Mexico,48,2.0,2,0,4.2%,0,0,34.060140000000004,-106.89187,2020-05-06 22:20 EDT,35,053
Chaves,New Mexico,25,1.0,1,0,4.0%,0,0,33.36320251,-104.4669295,2020-05-06 22:20 EDT,35,005
Rio Arriba,New Mexico,24,0.0,0,0,0.0%,0,0,36.509630788,-106.693069078,2020-05-06 22:20 EDT,35,039
Curry,New Mexico,23,4.0,0,0,0.0%,0,0,34.57415905,-103.34693359999999,2020-05-06 22:20 EDT,35,009
Taos,New Mexico,20,0.0,0,0,0.0%,0,0,36.57785635,-105.63103570000001,2020-05-06 22:20 EDT,35,055
Torrance,New Mexico,17,1.0,0,0,0.0%,0,0,34.640468078000005,-105.85082251200001,2020-05-06 22:20 EDT,35,057
Grant,New Mexico,15,0.0,0,0,0.0%,0,0,32.738963552,-108.38215614100001,2020-05-06 22:20 EDT,35,017
Guadalupe,New Mexico,15,0.0,0,0,0.0%,0,0,34.86329443000005,-104.790656793,2020-05-06 22:20 EDT,35,019
Lea,New Mexico,14,2.0,0,0,0.0%,0,0,32.79212367,-103.4124297,2020-05-06 22:20 EDT,35,025
Eddy,New Mexico,13,0.0,1,0,7.7%,0,0,32.4715074000001,-104.304317561,2020-05-06 22:20 EDT,35,015
Roosevelt,New Mexico,11,1.0,0,0,0.0%,0,0,34.0212518920001,-103.480170164,2020-05-06 22:20 EDT,35,041
Otero,New Mexico,9,1.0,0,0,0.0%,0,0,32.6131639290001,-105.741425804,2020-05-06 22:20 EDT,35,035
Luna,New Mexico,7,0.0,1,0,14.3%,0,0,32.18219131500007,-107.74972793599994,2020-05-06 22:20 EDT,35,029
Los Alamos,New Mexico,6,0.0,0,0,0.0%,0,0,35.8810100000001,-106.30521999999999,2020-05-06 22:20 EDT,35,028
Colfax,New Mexico,5,0.0,0,0,0.0%,0,0,36.6060641560001,-104.646969412,2020-05-06 22:20 EDT,35,007
San Miguel,New Mexico,4,2.0,0,0,0.0%,0,0,32.15629000000001,-106.73563999999999,2020-05-06 22:20 EDT,35,047
Quay,New Mexico,4,0.0,1,0,25.0%,0,0,35.10435228800003,-103.54961390700001,2020-05-06 22:20 EDT,35,037
Union,New Mexico,3,0.0,0,0,0.0%,0,0,36.48166106700006,-103.47093691399999,2020-05-06 22:20 EDT,35,059
Catron,New Mexico,2,1.0,1,0,50.0%,0,0,33.9152947010001,-108.40477894200001,2020-05-06 22:20 EDT,35,003
Lincoln,New Mexico,2,0.0,0,0,0.0%,0,0,33.745269084,-105.459265455,2020-05-06 22:20 EDT,35,027
Harding,New Mexico,1,0.0,0,0,0.0%,0,0,35.85787515000004,-103.820014433,2020-05-06 22:20 EDT,35,021
Sierra,New Mexico,1,0.0,0,0,0.0%,0,0,33.130458735000055,-107.19228428999998,2020-05-06 22:20 EDT,35,051
De Baca,New Mexico,1,0.0,0,0,0.0%,0,0,34.34240922800007,-104.41195821799994,2020-05-06 22:20 EDT,35,011
Hidalgo,New Mexico,0,0.0,0,0,nan%,0,0,31.91409508500004,-108.714868906,2020-05-06 22:20 EDT,35,023
Oklahoma,Oklahoma,868,27.0,40,4,4.6%,629,17,35.58268395,-97.50859936,2020-05-06 22:20 EDT,40,109
Tulsa,Oklahoma,653,14.0,36,0,5.5%,473,20,36.15011,-95.99351999999999,2020-05-06 22:20 EDT,40,143
Cleveland,Oklahoma,447,11.0,31,1,6.9%,347,2,35.20309375,-97.32639069,2020-05-06 22:20 EDT,40,027
Washington,Oklahoma,283,7.0,23,0,8.1%,192,6,36.71524586,-95.90436644,2020-05-06 22:20 EDT,40,147
Texas,Oklahoma,274,38.0,3,0,1.1%,107,11,36.747956667,-101.49007649200001,2020-05-06 22:20 EDT,40,139
Wagoner,Oklahoma,123,1.0,15,0,12.2%,91,0,35.9610527660001,-95.52120321699994,2020-05-06 22:20 EDT,40,145
Comanche,Oklahoma,113,11.0,2,0,1.8%,68,0,34.662118025,-98.471677539,2020-05-06 22:20 EDT,40,031
Canadian,Oklahoma,103,1.0,3,0,2.9%,84,4,35.54258124,-97.98256476,2020-05-06 22:20 EDT,40,017
Delaware,Oklahoma,92,1.0,14,0,15.2%,71,0,36.3958127660001,-94.79870468600001,2020-05-06 22:20 EDT,40,041
Mcclain,Oklahoma,84,7.0,2,0,2.4%,25,1,35.00934833400004,-97.44417350199996,2020-05-06 22:20 EDT,40,087
Creek,Oklahoma,81,1.0,7,1,8.6%,64,3,35.902622439,-96.370939284,2020-05-06 22:20 EDT,40,037
Caddo,Oklahoma,77,5.0,8,0,10.4%,44,0,35.174382120000104,-98.375183264,2020-05-06 22:20 EDT,40,015
Osage,Oklahoma,77,-1.0,8,0,10.4%,62,3,36.629182504,-96.398426165,2020-05-06 22:20 EDT,40,113
Adair,Oklahoma,68,3.0,3,0,4.4%,43,1,35.8838677580001,-94.65866923799999,2020-05-06 22:20 EDT,40,001
Rogers,Oklahoma,68,1.0,4,0,5.9%,47,1,36.365221217000105,-95.60406385799999,2020-05-06 22:20 EDT,40,131
Greer,Oklahoma,65,0.0,6,0,9.2%,55,0,34.9356520810001,-99.56072158799999,2020-05-06 22:20 EDT,40,055
Pottawatomie,Oklahoma,52,0.0,4,0,7.7%,35,0,35.206715634,-96.9483,2020-05-06 22:20 EDT,40,125
Kay,Oklahoma,48,1.0,7,0,14.6%,38,0,36.81800612,-97.14387074,2020-05-06 22:20 EDT,40,071
Payne,Oklahoma,44,0.0,1,0,2.3%,40,1,36.07732714,-96.9757817,2020-05-06 22:20 EDT,40,119
Grady,Oklahoma,41,1.0,2,0,4.9%,33,2,35.01711842,-97.88402353,2020-05-06 22:20 EDT,40,051
Pittsburg,Oklahoma,39,1.0,2,0,5.1%,22,0,34.9154524520001,-95.75381156700001,2020-05-06 22:20 EDT,40,121
Ottawa,Oklahoma,34,0.0,1,0,2.9%,25,0,36.837550246,-94.81154367699993,2020-05-06 22:20 EDT,40,115
Cherokee,Oklahoma,29,2.0,1,0,3.4%,23,0,35.9066232590001,-94.999650929,2020-05-06 22:20 EDT,40,021
Pawnee,Oklahoma,29,0.0,2,0,6.9%,22,1,36.31690779,-96.69931207,2020-05-06 22:20 EDT,40,117
Muskogee,Oklahoma,27,0.0,6,0,22.2%,20,0,35.61611262,-95.37946535,2020-05-06 22:20 EDT,40,101
Mayes,Oklahoma,24,0.0,4,0,16.7%,17,0,36.30089425,-95.23192599,2020-05-06 22:20 EDT,40,097
Stephens,Oklahoma,22,0.0,1,0,4.5%,20,1,34.48556497,-97.8515255039999,2020-05-06 22:20 EDT,40,137
Garfield,Oklahoma,21,2.0,1,0,4.8%,8,0,36.3790699090001,-97.782714045,2020-05-06 22:20 EDT,40,047
Nowata,Oklahoma,21,0.0,0,0,0.0%,17,1,36.801966539,-95.61853727399999,2020-05-06 22:20 EDT,40,105
Jackson,Oklahoma,19,2.0,0,0,0.0%,14,1,34.586625399999996,-99.41604727,2020-05-06 22:20 EDT,40,065
Seminole,Oklahoma,19,7.0,2,0,10.5%,8,0,35.167481133,-96.6155165929999,2020-05-06 22:20 EDT,40,133
Logan,Oklahoma,17,1.0,1,0,5.9%,13,0,35.91931509,-97.44331471,2020-05-06 22:20 EDT,40,083
Lincoln,Oklahoma,16,2.0,2,0,12.5%,8,0,35.702993721,-96.88093978100001,2020-05-06 22:20 EDT,40,081
Okmulgee,Oklahoma,16,0.0,0,0,0.0%,16,1,35.6466184340001,-95.96428706299999,2020-05-06 22:20 EDT,40,111
Tillman,Oklahoma,15,1.0,0,0,0.0%,1,0,34.3696604080001,-98.9222885069999,2020-05-06 22:20 EDT,40,141
Beaver,Oklahoma,15,1.0,0,0,0.0%,4,0,36.749886233000005,-100.476724031,2020-05-06 22:20 EDT,40,007
Garvin,Oklahoma,14,0.0,1,0,7.1%,11,0,34.70458265,-97.30929616,2020-05-06 22:20 EDT,40,049
Craig,Oklahoma,13,1.0,0,0,0.0%,9,0,36.7617766170001,-95.208521805,2020-05-06 22:20 EDT,40,035
Le Flore,Oklahoma,13,0.0,0,0,0.0%,9,0,34.89848,-94.98446,2020-05-06 22:20 EDT,40,079
Sequoyah,Oklahoma,13,1.0,3,0,23.1%,7,0,35.499123395,-94.75047968,2020-05-06 22:20 EDT,40,135
Bryan,Oklahoma,12,3.0,1,0,8.3%,3,0,33.9625095660001,-96.25077988,2020-05-06 22:20 EDT,40,013
Custer,Oklahoma,11,0.0,0,0,0.0%,11,0,35.63885752,-99.00153879,2020-05-06 22:20 EDT,40,039
Pontotoc,Oklahoma,10,0.0,2,0,20.0%,8,0,34.72801511,-96.68434148,2020-05-06 22:20 EDT,40,123
Kingfisher,Oklahoma,8,0.0,0,0,0.0%,8,0,35.9454285420001,-97.9421125279999,2020-05-06 22:20 EDT,40,073
Mccurtain,Oklahoma,8,0.0,0,0,0.0%,8,0,34.11531994300003,-94.77115679899998,2020-05-06 22:20 EDT,40,089
Noble,Oklahoma,7,1.0,0,0,0.0%,5,0,36.38857838,-97.230559,2020-05-06 22:20 EDT,40,103
Beckham,Oklahoma,6,0.0,0,0,0.0%,4,1,35.268633982,-99.681917039,2020-05-06 22:20 EDT,40,009
Carter,Oklahoma,5,1.0,1,0,20.0%,1,0,34.2508461690001,-97.285764468,2020-05-06 22:20 EDT,40,019
Cotton,Oklahoma,5,0.0,1,0,20.0%,3,0,34.2893297040001,-98.372904204,2020-05-06 22:20 EDT,40,033
Latimer,Oklahoma,5,0.0,1,0,20.0%,2,0,34.876044049,-95.250343514,2020-05-06 22:20 EDT,40,077
Kiowa,Oklahoma,5,0.0,0,0,0.0%,3,0,34.9163814690001,-98.980932594,2020-05-06 22:20 EDT,40,075
Haskell,Oklahoma,5,0.0,0,0,0.0%,5,0,35.217436040000045,-95.12302218799994,2020-05-06 22:20 EDT,40,061
Major,Oklahoma,4,1.0,1,0,25.0%,1,0,36.311599212,-98.53599676,2020-05-06 22:20 EDT,40,093
Mcintosh,Oklahoma,4,1.0,0,0,0.0%,3,0,35.37415131500006,-95.67459223899999,2020-05-06 22:20 EDT,40,091
Choctaw,Oklahoma,3,0.0,0,0,0.0%,1,0,34.0266354870001,-95.5520048809999,2020-05-06 22:20 EDT,40,023
Johnston,Oklahoma,3,0.0,0,0,0.0%,3,0,34.31850068400007,-96.66115414099994,2020-05-06 22:20 EDT,40,069
Woods,Oklahoma,3,0.0,0,0,0.0%,2,0,36.76693011300007,-98.86509827299992,2020-05-06 22:20 EDT,40,151
Love,Oklahoma,2,0.0,0,0,0.0%,1,0,33.949056741,-97.24738883299999,2020-05-06 22:20 EDT,40,085
Grant,Oklahoma,2,0.0,0,0,0.0%,2,0,36.7961117030001,-97.78613421700001,2020-05-06 22:20 EDT,40,053
Jefferson,Oklahoma,2,0.0,0,0,0.0%,2,0,34.1097816450001,-97.83692440899999,2020-05-06 22:20 EDT,40,067
Dewey,Oklahoma,2,0.0,0,0,0.0%,2,0,35.9876382790001,-99.0079635,2020-05-06 22:20 EDT,40,043
Marshall,Oklahoma,2,0.0,0,0,0.0%,2,0,34.038810031,-96.77770691799999,2020-05-06 22:20 EDT,40,095
Murray,Oklahoma,2,0.0,0,0,0.0%,1,0,34.482286818000034,-97.06783660899998,2020-05-06 22:20 EDT,40,099
Blaine,Oklahoma,2,1.0,0,0,0.0%,0,0,35.875197372000066,-98.43347167699993,2020-05-06 22:20 EDT,40,011
Atoka,Oklahoma,1,0.0,0,0,0.0%,1,0,34.373613409,-96.0378191619999,2020-05-06 22:20 EDT,40,005
Woodward,Oklahoma,1,0.0,0,0,0.0%,1,0,36.4226916740001,-99.264982302,2020-05-06 22:20 EDT,40,153
Okfuskee,Oklahoma,1,0.0,0,0,0.0%,1,0,35.465427536,-96.32278537100001,2020-05-06 22:20 EDT,40,107
Alfalfa,Oklahoma,1,0.0,0,0,0.0%,1,0,36.73103543400003,-98.32398172899995,2020-05-06 22:20 EDT,40,003
Harper,Oklahoma,1,0.0,0,0,0.0%,1,0,36.78877427200007,-99.66736992899996,2020-05-06 22:20 EDT,40,059
Cimarron,Oklahoma,1,0.0,0,0,0.0%,1,0,36.74822846700005,-102.517618843,2020-05-06 22:20 EDT,40,025
Pushmataha,Oklahoma,1,0.0,0,0,0.0%,1,1,34.41619446100003,-95.37576024599994,2020-05-06 22:20 EDT,40,127
Washita,Oklahoma,0,0.0,0,0,nan%,0,0,35.2903988690001,-98.99224185599992,2020-05-06 22:20 EDT,40,149
Lincoln,Arkansas,883,41.0,6,1,0.7%,254,0,33.95743778,-91.73326105,2020-05-06 22:20 EDT,05,079
Pulaski,Arkansas,576,25.0,22,1,3.8%,398,7,34.7699724,-92.31185941,2020-05-06 22:20 EDT,05,119
Jefferson,Arkansas,217,22.0,19,0,8.8%,125,1,34.37911,-92.16608000000001,2020-05-06 22:20 EDT,05,069
Crittenden,Arkansas,202,6.0,7,0,3.5%,152,6,35.21285106,-90.31079445,2020-05-06 22:20 EDT,05,035
Garland,Arkansas,117,0.0,1,1,0.9%,111,4,34.5748238,-93.14091331,2020-05-06 22:20 EDT,05,051
Benton,Arkansas,111,-1.0,0,0,0.0%,81,0,36.33868029,-94.26727035,2020-05-06 22:20 EDT,05,007
St. Francis,Arkansas,98,3.0,0,0,0.0%,72,1,36.4533900000001,-90.14538,2020-05-06 22:20 EDT,05,123
Washington,Arkansas,94,3.0,3,0,3.2%,61,0,35.97848657,-94.21608058,2020-05-06 22:20 EDT,05,143
Craighead,Arkansas,88,4.0,0,0,0.0%,57,3,35.83079873,-90.6328846,2020-05-06 22:20 EDT,05,031
Faulkner,Arkansas,78,1.0,2,0,2.6%,66,2,35.14701999,-92.33200932,2020-05-06 22:20 EDT,05,045
Cleburne,Arkansas,72,-1.0,4,0,5.6%,66,0,35.53823179,-92.02015419,2020-05-06 22:20 EDT,05,023
Lawrence,Arkansas,69,2.0,4,0,5.8%,29,0,36.04124168,-91.10704266,2020-05-06 22:20 EDT,05,075
Saline,Arkansas,67,-1.0,1,0,1.5%,55,1,34.64658812,-92.67646306,2020-05-06 22:20 EDT,05,125
Union,Arkansas,67,5.0,1,1,1.5%,33,0,33.17135934,-92.59719635,2020-05-06 22:20 EDT,05,139
Pope,Arkansas,46,2.0,0,0,0.0%,37,0,35.44964724,-93.03170972,2020-05-06 22:20 EDT,05,115
Lonoke,Arkansas,44,0.0,0,0,0.0%,36,2,34.7542492800001,-91.888658756,2020-05-06 22:20 EDT,05,085
Mississippi,Arkansas,42,19.0,0,0,0.0%,10,1,35.762974124,-90.05832521599991,2020-05-06 22:20 EDT,05,093
Miller,Arkansas,35,0.0,1,0,2.9%,27,0,33.3121771410001,-93.891550525,2020-05-06 22:20 EDT,05,091
White,Arkansas,35,0.0,1,0,2.9%,28,0,35.25618796,-91.74563208,2020-05-06 22:20 EDT,05,145
Clark,Arkansas,32,0.0,0,0,0.0%,27,0,34.05093091,-93.17636915,2020-05-06 22:20 EDT,05,019
Johnson,Arkansas,31,0.0,0,0,0.0%,27,1,35.5743729910001,-93.4600975309999,2020-05-06 22:20 EDT,05,071
Van Buren,Arkansas,28,0.0,2,0,7.1%,24,0,35.43677,-94.34877,2020-05-06 22:20 EDT,05,141
Cross,Arkansas,27,2.0,0,0,0.0%,13,0,35.29573539,-90.77112981,2020-05-06 22:20 EDT,05,037
Poinsett,Arkansas,25,2.0,2,0,8.0%,14,0,35.57401934,-90.66294985,2020-05-06 22:20 EDT,05,111
Hot Spring,Arkansas,22,2.0,0,0,0.0%,13,1,34.5096,-93.05176999999999,2020-05-06 22:20 EDT,05,059
Greene,Arkansas,21,2.0,0,0,0.0%,12,0,36.11769283,-90.55908335,2020-05-06 22:20 EDT,05,055
Randolph,Arkansas,21,2.0,0,0,0.0%,14,0,36.3414584590001,-91.027574412,2020-05-06 22:20 EDT,05,121
Drew,Arkansas,19,3.0,1,0,5.3%,9,0,33.5894008220001,-91.7199909889999,2020-05-06 22:20 EDT,05,043
Ashley,Arkansas,17,1.0,0,0,0.0%,11,0,33.191175806000096,-91.76843981100001,2020-05-06 22:20 EDT,05,003
Desha,Arkansas,17,1.0,0,0,0.0%,12,0,33.83116182,-91.26175375,2020-05-06 22:20 EDT,05,041
Columbia,Arkansas,15,2.0,2,0,13.3%,4,0,33.2142907,-93.22727591,2020-05-06 22:20 EDT,05,027
Grant,Arkansas,14,0.0,0,0,0.0%,12,0,34.28999747,-92.42363523,2020-05-06 22:20 EDT,05,053
Howard,Arkansas,14,0.0,0,0,0.0%,13,0,34.09088335,-93.99382305,2020-05-06 22:20 EDT,05,061
Sebastian,Arkansas,14,1.0,0,0,0.0%,13,0,35.1997061,-94.27397890000002,2020-05-06 22:20 EDT,05,131
Sevier,Arkansas,14,1.0,1,0,7.1%,9,0,34.00152704,-94.2459912,2020-05-06 22:20 EDT,05,133
Conway,Arkansas,13,0.0,1,0,7.7%,8,1,35.26225771,-92.70139834,2020-05-06 22:20 EDT,05,029
Bradley,Arkansas,11,0.0,1,0,9.1%,5,0,33.46640703,-92.16234190000002,2020-05-06 22:20 EDT,05,011
Cleveland,Arkansas,11,0.0,0,0,0.0%,11,0,33.89832891,-92.18510673,2020-05-06 22:20 EDT,05,025
Independence,Arkansas,11,0.0,0,0,0.0%,9,0,35.74157106,-91.56966287,2020-05-06 22:20 EDT,05,063
Izard,Arkansas,11,2.0,0,0,0.0%,4,0,36.0946659150001,-91.913474564,2020-05-06 22:20 EDT,05,065
Chicot,Arkansas,10,1.0,0,0,0.0%,5,0,33.267750532,-91.299376136,2020-05-06 22:20 EDT,05,017
Lafayette,Arkansas,9,1.0,1,0,11.1%,5,0,33.2409921240001,-93.607032295,2020-05-06 22:20 EDT,05,073
Stone,Arkansas,8,0.0,0,0,0.0%,8,0,35.85978303,-92.15688838,2020-05-06 22:20 EDT,05,137
Hempstead,Arkansas,7,0.0,1,0,14.3%,4,0,33.73540437,-93.66564551,2020-05-06 22:20 EDT,05,057
Perry,Arkansas,7,0.0,0,0,0.0%,6,0,34.94739866,-92.931306921,2020-05-06 22:20 EDT,05,105
Polk,Arkansas,7,-1.0,0,0,0.0%,7,0,34.48583719,-94.22803347,2020-05-06 22:20 EDT,05,113
Ouachita,Arkansas,7,0.0,0,0,0.0%,5,0,33.5933438810001,-92.88186493,2020-05-06 22:20 EDT,05,103
Sharp,Arkansas,7,-2.0,0,0,0.0%,3,0,36.1612111310001,-91.479774839,2020-05-06 22:20 EDT,05,135
Yell,Arkansas,7,1.0,1,0,14.3%,3,0,35.00142878,-93.41181717399999,2020-05-06 22:20 EDT,05,149
Carroll,Arkansas,6,0.0,0,0,0.0%,4,0,36.3403038430001,-93.535146576,2020-05-06 22:20 EDT,05,015
Searcy,Arkansas,6,0.0,0,0,0.0%,6,0,35.91086238,-92.69948735,2020-05-06 22:20 EDT,05,129
Baxter,Arkansas,5,0.0,0,0,0.0%,5,0,36.286774965999996,-92.33624876799988,2020-05-06 22:20 EDT,05,005
Phillips,Arkansas,5,-1.0,1,0,20.0%,3,0,34.430658178,-90.85304476999993,2020-05-06 22:20 EDT,05,107
Boone,Arkansas,4,0.0,0,0,0.0%,4,0,36.30555717,-93.09403218,2020-05-06 22:20 EDT,05,009
Crawford,Arkansas,4,-1.0,0,0,0.0%,4,0,35.58889461,-94.24271109,2020-05-06 22:20 EDT,05,033
Lee,Arkansas,4,1.0,1,0,25.0%,2,0,34.7810997520001,-90.78416433099993,2020-05-06 22:20 EDT,05,077
Monroe,Arkansas,4,0.0,0,0,0.0%,4,0,34.677871823000004,-91.20388824700001,2020-05-06 22:20 EDT,05,095
Newton,Arkansas,3,0.0,0,0,0.0%,2,0,35.919969966,-93.21779626700001,2020-05-06 22:20 EDT,05,101
Pike,Arkansas,3,0.0,0,0,0.0%,2,0,34.16347037,-93.65639964,2020-05-06 22:20 EDT,05,109
Logan,Arkansas,3,0.0,0,0,0.0%,2,0,35.211398826,-93.722501469,2020-05-06 22:20 EDT,05,083
Clay,Arkansas,3,0.0,0,0,0.0%,2,1,36.3683987960001,-90.41716522799999,2020-05-06 22:20 EDT,05,021
Fulton,Arkansas,3,2.0,0,0,0.0%,0,0,36.38163356000007,-91.81816740199993,2020-05-06 22:20 EDT,05,049
Arkansas,Arkansas,2,-1.0,0,0,0.0%,2,0,34.2903974070001,-91.37468272,2020-05-06 22:20 EDT,05,001
Nevada,Arkansas,2,0.0,0,0,0.0%,1,0,33.6639535200001,-93.30711378099993,2020-05-06 22:20 EDT,05,099
Prairie,Arkansas,2,0.0,0,0,0.0%,2,0,34.829811905999996,-91.552732915,2020-05-06 22:20 EDT,05,117
Franklin,Arkansas,2,0.0,0,0,0.0%,2,0,35.513169121,-93.8906772029999,2020-05-06 22:20 EDT,05,047
Scott,Arkansas,1,0.0,0,0,0.0%,1,0,34.8607650530001,-94.06328025299999,2020-05-06 22:20 EDT,05,127
Woodruff,Arkansas,1,0.0,0,0,0.0%,1,0,35.18627459,-91.24306034,2020-05-06 22:20 EDT,05,147
Dallas,Arkansas,1,0.0,0,0,0.0%,1,0,33.969864091,-92.65439065199993,2020-05-06 22:20 EDT,05,039
Madison,Arkansas,1,0.0,0,0,0.0%,1,0,36.0109421020001,-93.724487369,2020-05-06 22:20 EDT,05,087
Marion,Arkansas,1,0.0,0,0,0.0%,1,0,36.25646573800003,-92.684087574,2020-05-06 22:20 EDT,05,089
Jackson,Arkansas,1,0.0,0,0,0.0%,1,0,35.599117695000075,-91.21476022499996,2020-05-06 22:20 EDT,05,067
Montgomery,Arkansas,1,0.0,0,0,0.0%,0,0,34.53739849200008,-93.66394404,2020-05-06 22:20 EDT,05,097
Multnomah,Oregon,793,39.0,50,1,6.3%,195,0,45.46975,-122.70562,2020-05-06 22:20 EDT,41,051
Marion,Oregon,592,31.0,19,0,3.2%,200,0,44.75045,-122.94051999999999,2020-05-06 22:20 EDT,41,047
Washington,Oregon,537,11.0,12,0,2.2%,260,0,45.56005965,-123.098408,2020-05-06 22:20 EDT,41,067
Clackamas,Oregon,235,9.0,7,0,3.0%,99,0,45.41211,-122.56908999999999,2020-05-06 22:20 EDT,41,005
Linn,Oregon,99,2.0,7,0,7.1%,44,0,44.4887414,-122.5343983,2020-05-06 22:20 EDT,41,043
Deschutes,Oregon,81,2.0,0,0,0.0%,58,0,44.159240000000004,-121.25967,2020-05-06 22:20 EDT,41,017
Umatilla,Oregon,77,7.0,1,0,1.3%,21,0,45.91768,-119.34203000000001,2020-05-06 22:20 EDT,41,059
Polk,Oregon,75,26.0,3,1,4.0%,23,0,44.90373452,-123.4127777,2020-05-06 22:20 EDT,41,053
Lane,Oregon,57,2.0,2,0,3.5%,37,0,43.93873498,-122.84792730000001,2020-05-06 22:20 EDT,41,039
Jackson,Oregon,49,0.0,0,0,0.0%,38,0,42.4321189,-122.72848619999999,2020-05-06 22:20 EDT,41,029
Yamhill,Oregon,42,2.0,7,0,16.7%,24,0,45.34037,-123.18786999999999,2020-05-06 22:20 EDT,41,071
Benton,Oregon,40,4.0,5,0,12.5%,15,0,44.4918359,-123.4292918,2020-05-06 22:20 EDT,41,003
Klamath,Oregon,39,0.0,0,0,0.0%,31,0,42.69219137,-121.64335179999999,2020-05-06 22:20 EDT,41,035
Coos,Oregon,28,1.0,0,0,0.0%,0,0,43.17177456400003,-124.05755574299995,2020-05-06 22:20 EDT,41,011
Douglas,Oregon,24,0.0,0,0,0.0%,17,0,43.27977096,-123.16648719999999,2020-05-06 22:20 EDT,41,019
